1;Fender
2;Gibson
3;PRS
4;Ibanez
5;ESP
6;Lâg
7;MusicMan
8;Godin
9;Vigier
10;Schecter
11;Gretsch
12;Cort
13;Rickenbacker
14;Aria
15;Epiphone
16;Jackson
17;G&L
18;Warwick
19;Yamaha
20;Takamine
